employee_id,age,gender,marital_status,department,job_role,education,education_field,distance_from_km,business_travel,environment_satisfaction,job_satisfaction,work_life_balance,job_involvement,performance_rating,overtime,num_companies_worked,years_at_company,years_in_current_role,years_since_last_promotion,total_working_years,monthly_income,salary_slab,attrition,attrition_label,over_time_bin
1329,27,Male,Divorced,Human Resources,Director,Bachelors,Other,28,Non-Travel,3,2,2,2,2,No,5,30,14,5,38,107732.24,Medium,No,Staying,No
1330,37,Other,Married,R&D,Executive,Bachelors,Other,22,Travel Rarely,3,2,4,4,4,Yes,5,6,6,4,18,138091.77,Low,No,Staying,Yes
1331,38,Female,Married,Sales,Lead,PhD,Technical Degree,11,Non-Travel,1,3,1,2,1,Yes,0,1,1,1,31,49081.21,Very High,No,Staying,Yes
1332,49,Other,Divorced,Technology,Director,Bachelors,Technical Degree,4,Non-Travel,2,1,4,3,1,No,3,7,7,1,38,116908.33,Medium,No,Staying,No
1333,58,Other,Single,Operations,Manager,Bachelors,Life Sciences,45,Non-Travel,1,1,2,3,1,No,7,8,8,7,32,136037.18,High,No,Staying,Yes
1334,35,Other,Married,Sales,Junior Associate,High School,Technical Degree,37,Travel Frequently,4,3,1,4,3,No,6,12,1,2,27,105538.89,High,No,Staying,No
1335,34,Female,Divorced,Human Resources,Junior Associate,High School,Medical,40,Travel Rarely,1,2,3,2,3,No,7,13,3,4,5,130222.72,Medium,No,Staying,No
1336,29,Male,Divorced,Sales,Manager,Bachelors,Medical,20,Travel Frequently,4,4,2,4,4,Yes,1,15,13,8,17,69056.35,Medium,No,Staying,No
1337,34,Female,Married,Marketing,Associate,Bachelors,Life Sciences,20,Travel Rarely,2,2,1,2,1,No,8,18,4,1,8,128183.87,High,Yes,Leaving,No
1338,49,Other,Divorced,R&D,Specialist,Associate,Human Resources,7,Non-Travel,3,1,2,1,4,No,2,18,15,8,29,87993.14,Low,No,Staying,No
1339,32,Male,Single,Operations,Associate,PhD,Life Sciences,71,Travel Rarely,3,1,2,4,2,Yes,6,14,14,7,1,78711.96,Medium,No,Staying,No
1340,31,Other,Single,Finance,Manager,PhD,Business Management,51,Travel Rarely,2,3,1,3,2,Yes,7,0,0,0,22,124488.36,Medium,No,Staying,No
1341,27,Other,Married,Human Resources,Junior Associate,High School,Marketing,77,Non-Travel,4,2,2,1,2,Yes,7,2,2,2,4,94739.68,High,No,Staying,Yes
1342,23,Other,Single,Marketing,Analyst,Bachelors,Other,6,Travel Rarely,4,4,1,1,4,Yes,3,5,5,2,39,61318.19,Low,No,Staying,Yes
1343,59,Female,Married,Legal,Analyst,Masters,Human Resources,53,Travel Rarely,3,4,2,1,1,No,0,13,7,1,18,148725.19,Low,No,Staying,No
1344,22,Male,Single,R&D,Analyst,Associate,Technical Degree,43,Travel Frequently,3,2,3,3,3,No,0,3,3,3,1,119688.62,Very High,No,Staying,No
1345,55,Female,Single,Finance,Director,Bachelors,Life Sciences,64,Non-Travel,1,1,1,4,1,No,0,26,8,6,29,111061.17,Medium,No,Staying,No
1346,38,Other,Divorced,Operations,Executive,High School,Marketing,56,Travel Rarely,2,3,2,3,3,Yes,7,2,1,0,12,92553.69,Very High,No,Staying,Yes
1347,33,Male,Married,R&D,Director,High School,Other,4,Travel Rarely,2,1,3,4,1,No,3,8,8,6,14,72720.23,Medium,No,Staying,No
1348,39,Male,Divorced,Legal,Senior Analyst,PhD,Marketing,24,Travel Frequently,4,3,1,3,3,Yes,4,1,1,1,21,43117.53,Low,No,Staying,No
1349,23,Male,Married,Finance,Director,PhD,Marketing,13,Travel Frequently,1,1,3,4,3,Yes,0,25,4,1,25,78886.0,High,No,Staying,No
1350,57,Female,Single,Legal,VP,High School,Human Resources,79,Travel Rarely,4,4,4,1,3,No,5,3,3,3,20,125226.03,Very High,No,Staying,Yes
1351,31,Male,Single,Legal,Associate,Bachelors,Marketing,43,Travel Rarely,1,3,1,1,1,No,2,28,7,5,0,125453.2,High,No,Staying,No
1352,22,Female,Single,R&D,Associate,High School,Marketing,55,Travel Frequently,2,4,3,4,1,No,5,26,2,4,36,65491.26,Low,No,Staying,No
1353,59,Female,Divorced,Human Resources,Director,Bachelors,Medical,67,Travel Frequently,1,4,1,2,3,No,8,27,14,7,1,45322.94,Very High,No,Staying,No
1354,45,Female,Married,Legal,Manager,Bachelors,Life Sciences,13,Travel Frequently,2,4,3,3,2,Yes,6,1,1,1,25,39900.78,Medium,No,Staying,No
1355,59,Female,Single,Technology,Junior Associate,PhD,Marketing,33,Non-Travel,4,4,4,2,4,Yes,0,13,13,5,17,148534.22,Medium,No,Staying,Yes
1356,41,Female,Divorced,Operations,Analyst,Associate,Medical,53,Travel Rarely,2,1,4,3,1,Yes,1,7,5,0,29,127933.97,High,No,Staying,No
1357,60,Male,Single,Operations,Associate,Bachelors,Technical Degree,70,Travel Rarely,3,4,2,3,2,Yes,1,21,3,8,14,31645.21,High,Yes,Leaving,No
1358,58,Female,Divorced,Operations,Specialist,Masters,Business Management,49,Non-Travel,1,4,4,2,3,Yes,4,22,14,5,38,133255.47,Very High,Yes,Leaving,No
1359,60,Female,Divorced,Finance,Senior Analyst,High School,Business Management,76,Non-Travel,3,3,3,1,1,Yes,2,17,10,7,19,72598.31,Low,Yes,Leaving,No
1360,48,Other,Divorced,Legal,Lead,Associate,Medical,21,Travel Rarely,3,2,4,2,4,Yes,8,25,1,6,28,131603.98,Low,No,Staying,Yes
1361,55,Male,Divorced,Human Resources,Analyst,High School,Technical Degree,65,Non-Travel,1,4,1,2,2,No,4,15,1,4,6,46757.78,Very High,Yes,Leaving,No
1362,54,Female,Married,Finance,Lead,Masters,Life Sciences,76,Travel Rarely,4,1,4,4,2,Yes,7,28,11,2,16,41975.38,Low,No,Staying,Yes
1363,28,Male,Married,Marketing,Lead,PhD,Marketing,27,Non-Travel,3,3,1,3,1,No,8,4,4,4,0,114675.41,Medium,No,Staying,No
1364,58,Other,Divorced,Operations,Senior Analyst,Bachelors,Technical Degree,2,Travel Rarely,1,3,2,2,3,No,5,10,0,4,0,36989.76,High,No,Staying,No
1365,52,Male,Single,Sales,Analyst,Masters,Other,7,Travel Rarely,2,2,4,2,2,Yes,7,20,11,4,23,97497.4,Medium,No,Staying,Yes
1366,55,Female,Single,R&D,Senior Analyst,PhD,Medical,24,Travel Frequently,4,2,4,2,1,Yes,7,23,5,6,25,129016.17,Medium,No,Staying,No
1367,44,Female,Single,Sales,Director,Associate,Other,51,Travel Rarely,2,4,3,4,2,No,6,23,10,8,8,142034.28,Medium,No,Staying,Yes
1368,23,Other,Divorced,Finance,Junior Associate,PhD,Medical,55,Travel Rarely,1,2,1,3,4,No,3,9,8,8,19,46249.04,Very High,No,Staying,No
1369,33,Male,Single,Finance,Senior Analyst,High School,Business Management,40,Travel Frequently,4,4,4,1,3,Yes,3,20,10,6,34,135798.43,High,No,Staying,Yes
1370,24,Male,Single,Sales,Director,Associate,Marketing,7,Travel Frequently,3,2,1,1,1,Yes,1,23,8,0,25,106174.79,Medium,No,Staying,Yes
1371,57,Male,Married,Finance,Junior Associate,Masters,Life Sciences,71,Travel Rarely,2,1,4,1,3,Yes,0,8,8,8,25,147064.17,High,No,Staying,No
1372,27,Other,Single,R&D,Director,Bachelors,Technical Degree,61,Non-Travel,3,1,3,2,1,No,2,0,0,0,1,41735.38,Low,No,Staying,No
1373,31,Male,Divorced,Marketing,Senior Analyst,PhD,Business Management,15,Travel Frequently,1,4,1,3,3,No,0,9,9,4,35,125682.3,Medium,No,Staying,Yes
1374,30,Male,Divorced,Technology,Associate,Masters,Technical Degree,44,Non-Travel,3,4,1,1,2,No,6,14,3,6,6,92389.38,Medium,No,Staying,No
1375,42,Other,Divorced,Legal,Junior Associate,PhD,Technical Degree,29,Travel Rarely,3,3,4,4,2,Yes,3,11,7,8,6,146863.4,High,No,Staying,Yes
1376,47,Other,Single,Legal,Manager,Masters,Medical,66,Travel Frequently,1,2,3,1,1,Yes,6,5,4,0,17,96416.04,High,No,Staying,No
1377,44,Male,Divorced,Technology,VP,High School,Marketing,49,Travel Rarely,3,3,2,3,3,No,0,23,5,3,33,52184.43,Medium,No,Staying,No
1378,55,Female,Single,Marketing,Manager,Masters,Human Resources,74,Travel Rarely,3,4,3,1,3,No,7,20,11,2,10,96664.09,Low,No,Staying,No
1379,51,Other,Married,Finance,VP,High School,Medical,49,Non-Travel,1,3,2,3,3,Yes,7,10,10,7,34,47096.22,Medium,No,Staying,No
1380,25,Male,Married,Sales,Executive,PhD,Business Management,9,Non-Travel,3,4,1,2,3,Yes,3,20,5,2,38,74832.18,High,Yes,Leaving,No
1381,31,Female,Divorced,Finance,Analyst,PhD,Human Resources,6,Travel Frequently,1,4,3,1,3,No,8,22,6,4,14,138999.46,Medium,No,Staying,No
1382,30,Male,Single,Legal,Lead,High School,Marketing,29,Non-Travel,1,4,1,4,1,Yes,6,8,7,7,4,71658.25,High,No,Staying,No
1383,50,Female,Divorced,Legal,Analyst,High School,Life Sciences,71,Non-Travel,1,3,1,1,3,Yes,1,13,0,8,23,35362.53,High,No,Staying,No
1384,54,Male,Divorced,Human Resources,Senior Analyst,Masters,Other,36,Travel Frequently,1,2,4,1,4,Yes,7,4,4,4,21,110380.82,Medium,No,Staying,No
1385,29,Male,Single,Operations,Analyst,High School,Medical,50,Travel Rarely,4,3,1,4,3,Yes,1,22,10,2,23,103006.9,High,No,Staying,No
1386,41,Male,Divorced,Human Resources,Specialist,Associate,Human Resources,68,Travel Frequently,3,3,4,4,3,Yes,0,3,3,3,17,144106.31,Low,No,Staying,No
1387,38,Female,Divorced,Technology,VP,Masters,Marketing,50,Travel Rarely,3,4,2,2,2,Yes,7,12,11,0,33,94346.1,Low,No,Staying,Yes
1388,31,Female,Divorced,Sales,Lead,Associate,Marketing,44,Non-Travel,2,2,1,4,1,No,4,11,4,5,31,115615.01,Low,No,Staying,No
1389,47,Other,Single,Sales,Director,Masters,Marketing,28,Travel Rarely,3,1,1,1,3,No,5,13,13,4,12,67440.91,Low,No,Staying,No
1390,48,Female,Single,Human Resources,Associate,PhD,Human Resources,33,Travel Rarely,1,3,2,3,3,Yes,4,13,0,3,20,31028.54,High,No,Staying,No
1391,39,Other,Single,Sales,Senior Analyst,Masters,Other,20,Travel Frequently,2,3,3,4,1,Yes,7,0,0,0,14,129687.8,Very High,No,Staying,No
1392,32,Male,Divorced,Legal,Associate,PhD,Human Resources,67,Travel Rarely,4,1,1,4,3,No,7,16,5,6,4,42664.93,High,Yes,Leaving,No
1393,54,Male,Divorced,Operations,Specialist,High School,Technical Degree,77,Travel Frequently,4,3,1,4,4,Yes,6,21,9,6,15,103356.5,Low,No,Staying,No
1394,55,Other,Single,Finance,Director,Masters,Human Resources,75,Travel Rarely,2,4,3,3,3,No,1,2,2,2,9,95111.54,Very High,No,Staying,Yes
1395,53,Male,Married,Technology,Senior Analyst,Bachelors,Human Resources,8,Travel Rarely,1,4,2,1,1,No,3,3,1,3,21,124458.15,High,No,Staying,Yes
1396,40,Female,Single,Operations,Lead,PhD,Technical Degree,12,Non-Travel,4,1,3,4,3,Yes,4,24,14,3,24,89257.11,High,No,Staying,No
1397,58,Female,Married,Technology,Analyst,Bachelors,Other,5,Travel Frequently,1,3,3,1,3,Yes,5,25,15,1,36,127271.22,High,No,Staying,No
1398,33,Other,Single,Sales,Senior Analyst,Bachelors,Business Management,67,Non-Travel,3,3,2,4,4,Yes,5,22,9,0,20,37637.78,High,No,Staying,Yes
1399,24,Female,Divorced,Sales,Manager,Bachelors,Other,49,Travel Rarely,2,4,3,1,1,Yes,4,21,3,8,39,40943.38,High,No,Staying,No
1400,58,Other,Single,Finance,VP,Masters,Human Resources,40,Non-Travel,4,1,2,3,1,Yes,3,10,6,4,38,126990.89,Very High,No,Staying,Yes
1401,46,Male,Married,Human Resources,Junior Associate,High School,Technical Degree,54,Non-Travel,3,2,4,1,3,No,2,23,5,2,23,37223.55,High,No,Staying,No
1402,54,Female,Divorced,Sales,VP,PhD,Business Management,44,Travel Frequently,3,3,1,1,1,No,0,12,1,3,10,136385.72,High,No,Staying,No
1403,57,Male,Married,Operations,Senior Analyst,Associate,Human Resources,63,Travel Frequently,2,4,2,1,1,Yes,1,1,1,1,7,33053.41,Low,No,Staying,Yes
1404,46,Other,Married,Technology,VP,PhD,Technical Degree,4,Non-Travel,4,4,3,3,1,No,4,11,11,8,5,30471.85,Low,No,Staying,No
1405,42,Female,Married,Operations,Specialist,High School,Medical,6,Travel Frequently,2,3,1,4,1,No,1,12,12,0,23,106304.78,High,No,Staying,No
1406,56,Female,Single,Technology,Executive,PhD,Business Management,2,Non-Travel,3,3,2,2,1,No,5,28,1,2,16,121635.71,Low,Yes,Leaving,No
1407,59,Female,Married,Finance,Junior Associate,Bachelors,Technical Degree,56,Travel Frequently,3,2,1,3,4,No,1,8,6,0,7,53521.08,High,Yes,Leaving,Yes
1408,25,Female,Single,Finance,Analyst,High School,Life Sciences,11,Travel Rarely,1,4,3,4,1,No,2,17,10,1,25,76289.4,High,No,Staying,No
1409,54,Female,Divorced,Operations,Senior Analyst,PhD,Marketing,22,Non-Travel,4,1,4,4,3,Yes,2,3,0,0,20,82986.32,High,No,Staying,Yes
1410,57,Male,Married,Sales,Executive,Masters,Business Management,50,Travel Frequently,3,1,2,4,4,Yes,0,29,10,4,2,56558.64,Medium,No,Staying,Yes
1411,23,Other,Divorced,R&D,Junior Associate,Bachelors,Technical Degree,52,Non-Travel,1,1,1,4,2,No,7,18,5,8,26,90433.09,Medium,No,Staying,Yes
1412,57,Female,Married,Marketing,VP,Associate,Medical,53,Travel Rarely,1,2,4,3,1,No,0,29,8,8,32,119518.45,Medium,No,Staying,No
1413,53,Female,Divorced,Technology,Manager,PhD,Technical Degree,61,Non-Travel,1,3,4,2,3,No,3,29,9,2,11,115943.38,Medium,No,Staying,No
1414,37,Other,Single,Technology,VP,High School,Business Management,45,Travel Frequently,4,1,1,4,3,Yes,0,7,6,2,28,124514.2,Medium,No,Staying,No
1415,55,Female,Married,Legal,Director,High School,Medical,31,Travel Frequently,2,4,2,1,1,No,4,28,5,5,20,84924.1,High,No,Staying,Yes
1416,37,Male,Married,Finance,Specialist,High School,Human Resources,4,Non-Travel,2,1,4,1,2,Yes,3,0,0,0,17,123422.35,High,Yes,Leaving,No
1417,38,Other,Single,Sales,Junior Associate,Bachelors,Marketing,44,Travel Rarely,2,2,2,1,1,No,0,7,1,7,34,131378.95,Medium,No,Staying,No
1418,37,Male,Married,Operations,Analyst,Masters,Business Management,21,Non-Travel,3,4,2,4,1,No,4,27,12,7,22,82762.49,Medium,No,Staying,No
1419,60,Other,Divorced,Technology,Director,High School,Marketing,57,Travel Rarely,2,4,3,4,1,Yes,1,0,0,0,22,140229.52,High,No,Staying,No
1420,36,Female,Single,Technology,Specialist,PhD,Human Resources,17,Travel Frequently,2,3,2,3,1,Yes,5,21,6,5,37,30130.97,Medium,No,Staying,No
1421,58,Female,Single,Sales,VP,PhD,Medical,13,Travel Rarely,3,4,3,3,3,No,2,2,2,2,30,57349.96,Medium,No,Staying,No
1422,43,Male,Divorced,Operations,Director,High School,Technical Degree,62,Travel Frequently,3,4,2,2,1,No,5,17,5,5,22,32448.38,High,No,Staying,No
1423,52,Female,Married,Human Resources,VP,Bachelors,Technical Degree,15,Travel Rarely,2,4,4,3,3,Yes,3,10,10,7,11,46951.99,Low,No,Staying,Yes
1424,49,Female,Single,Marketing,Executive,Masters,Business Management,55,Travel Frequently,1,3,2,4,4,No,7,15,9,3,17,107041.98,Medium,No,Staying,No
1425,35,Female,Single,Technology,Executive,High School,Business Management,12,Non-Travel,4,4,3,2,2,Yes,1,5,5,5,1,117666.78,High,Yes,Leaving,No
1426,55,Male,Married,Legal,Lead,Masters,Technical Degree,58,Non-Travel,2,4,4,4,4,Yes,7,20,4,1,30,37583.06,Very High,No,Staying,Yes
1427,55,Other,Single,Human Resources,Senior Analyst,Bachelors,Life Sciences,34,Non-Travel,3,3,3,1,4,Yes,1,21,7,7,22,108574.39,High,No,Staying,No
1428,54,Male,Divorced,Technology,Associate,Masters,Life Sciences,40,Travel Rarely,2,3,2,3,4,No,0,10,10,4,22,99292.94,High,No,Staying,No
1429,28,Female,Single,Operations,Executive,Masters,Other,76,Travel Frequently,2,4,2,2,1,No,1,16,14,0,24,112189.77,Low,Yes,Leaving,Yes
1430,49,Female,Divorced,R&D,Manager,Masters,Human Resources,23,Travel Rarely,3,2,4,4,3,Yes,7,2,2,2,31,97746.21,Very High,No,Staying,No
1431,59,Other,Single,Technology,VP,Bachelors,Human Resources,50,Travel Rarely,4,1,3,4,3,Yes,1,8,3,3,22,33478.01,Very High,No,Staying,Yes
1432,54,Other,Single,Technology,VP,Masters,Other,31,Travel Frequently,3,3,1,1,3,Yes,1,23,13,4,10,123229.72,Low,Yes,Leaving,No
1433,25,Male,Divorced,Operations,Senior Analyst,High School,Marketing,49,Non-Travel,2,3,2,3,2,No,0,11,8,4,35,111473.26,Low,No,Staying,Yes
1434,33,Other,Divorced,R&D,Lead,High School,Marketing,24,Travel Frequently,2,1,3,3,4,Yes,1,30,4,1,14,95419.19,Very High,No,Staying,No
1435,57,Male,Married,R&D,Analyst,Bachelors,Human Resources,5,Non-Travel,3,1,4,1,2,No,3,6,6,3,7,96961.72,Medium,No,Staying,No
1436,48,Other,Married,Technology,Manager,Associate,Business Management,76,Travel Frequently,3,3,2,4,4,No,5,29,1,7,25,69672.37,High,No,Staying,No
1437,26,Other,Married,R&D,Manager,Masters,Technical Degree,45,Travel Frequently,1,3,3,3,2,Yes,7,12,12,7,6,84530.16,High,No,Staying,No
1438,40,Male,Single,Sales,Lead,Bachelors,Medical,19,Travel Frequently,2,4,1,3,2,No,4,24,7,1,1,57240.73,Medium,Yes,Leaving,No
1439,30,Other,Married,Technology,Manager,PhD,Business Management,51,Non-Travel,1,3,4,1,1,No,2,23,6,1,21,92718.34,High,No,Staying,Yes
1440,31,Female,Single,Marketing,Analyst,Bachelors,Human Resources,9,Travel Frequently,1,2,1,2,1,No,0,29,14,1,38,69667.46,Medium,No,Staying,No
1441,28,Other,Divorced,Sales,Executive,PhD,Other,45,Travel Frequently,1,1,2,3,4,No,1,12,8,7,10,61941.21,Low,No,Staying,Yes
1442,58,Other,Married,Human Resources,Senior Analyst,High School,Technical Degree,73,Travel Rarely,4,2,3,3,2,Yes,7,7,4,4,34,45942.19,Low,Yes,Leaving,No
1443,46,Other,Married,Sales,Junior Associate,Bachelors,Marketing,59,Travel Frequently,1,4,3,2,1,Yes,8,29,4,6,9,67255.2,Very High,No,Staying,No
1444,47,Other,Single,Marketing,Executive,Bachelors,Technical Degree,43,Travel Rarely,3,1,4,1,2,Yes,8,19,12,7,11,53200.64,Low,Yes,Leaving,No
1445,26,Female,Single,Human Resources,Manager,Associate,Medical,10,Travel Frequently,3,2,4,4,1,No,2,22,11,2,39,90192.78,Medium,No,Staying,Yes
1446,45,Male,Divorced,Human Resources,Analyst,High School,Other,40,Non-Travel,1,2,1,1,2,Yes,8,7,7,1,0,102621.04,Low,No,Staying,Yes
1447,34,Other,Single,Operations,Junior Associate,PhD,Business Management,10,Travel Rarely,3,3,2,4,4,No,1,4,0,4,13,55915.47,Very High,No,Staying,Yes
1448,49,Other,Divorced,Marketing,Executive,Associate,Human Resources,51,Travel Rarely,2,3,2,2,3,Yes,1,9,9,7,32,59794.76,Medium,Yes,Leaving,Yes
1449,48,Male,Divorced,Technology,Manager,Associate,Technical Degree,40,Travel Frequently,1,1,4,3,1,No,6,17,3,4,17,69186.18,Medium,No,Staying,No
1450,34,Other,Single,Technology,Associate,High School,Human Resources,40,Non-Travel,2,1,2,1,2,No,6,12,12,7,22,115771.6,Low,No,Staying,Yes
1451,52,Female,Single,Sales,Associate,Associate,Human Resources,62,Non-Travel,1,1,4,2,3,Yes,1,12,12,2,32,45578.03,Very High,No,Staying,No
1452,30,Male,Married,Marketing,Specialist,Bachelors,Other,52,Travel Frequently,2,3,2,2,4,Yes,3,23,13,8,5,35070.25,Very High,No,Staying,No
1453,40,Male,Divorced,Human Resources,Lead,Bachelors,Human Resources,74,Travel Frequently,2,1,2,1,1,Yes,6,0,0,0,35,45706.19,Low,Yes,Leaving,No
1454,50,Male,Divorced,Technology,Executive,High School,Marketing,20,Travel Frequently,1,4,2,2,3,Yes,2,5,5,5,22,73346.26,Very High,No,Staying,No
1455,27,Other,Single,Technology,Senior Analyst,Associate,Life Sciences,56,Travel Frequently,4,2,2,4,4,No,4,14,7,0,0,91557.62,High,No,Staying,No
1456,22,Male,Married,R&D,Associate,PhD,Technical Degree,61,Travel Rarely,1,4,3,1,4,No,2,6,0,2,12,75791.41,Medium,No,Staying,No
1457,53,Female,Married,Operations,Executive,Associate,Life Sciences,77,Travel Frequently,4,4,3,1,3,Yes,7,30,3,4,28,145449.29,High,No,Staying,No
1458,38,Male,Single,Operations,Executive,Associate,Other,58,Travel Frequently,4,4,1,3,2,Yes,4,15,10,0,4,98878.74,High,No,Staying,No
1459,59,Female,Married,Marketing,Lead,Bachelors,Technical Degree,10,Travel Frequently,3,4,4,4,1,Yes,1,6,6,1,9,149043.59,Medium,No,Staying,No
1460,39,Other,Married,Operations,Analyst,PhD,Other,71,Non-Travel,4,3,3,3,3,No,8,17,13,0,34,126416.27,Medium,No,Staying,Yes
1461,60,Male,Divorced,Finance,Director,High School,Business Management,56,Travel Frequently,3,4,3,3,1,Yes,4,21,14,6,10,109505.31,Very High,No,Staying,No
1462,50,Other,Single,Human Resources,Senior Analyst,Bachelors,Life Sciences,31,Travel Frequently,3,2,4,3,2,No,2,23,12,0,17,48107.7,High,No,Staying,No
1463,29,Female,Married,R&D,Specialist,High School,Business Management,3,Non-Travel,2,4,3,1,3,No,2,20,12,4,29,106889.39,High,No,Staying,No
1464,24,Other,Married,Finance,VP,Masters,Business Management,8,Travel Frequently,4,1,2,4,1,Yes,4,9,7,4,40,137523.34,Very High,No,Staying,No
1465,42,Male,Divorced,Finance,VP,Associate,Medical,69,Travel Rarely,3,3,4,4,2,Yes,2,0,0,0,16,75851.98,Low,Yes,Leaving,No
1466,53,Male,Single,R&D,VP,Masters,Marketing,58,Travel Frequently,3,2,2,4,4,Yes,3,10,10,5,31,36145.74,High,No,Staying,No
1467,49,Other,Single,Operations,Lead,PhD,Technical Degree,65,Travel Frequently,2,3,3,1,3,Yes,7,27,7,8,24,112388.35,Medium,No,Staying,No
1468,39,Male,Married,Legal,Executive,PhD,Other,31,Travel Frequently,4,3,2,1,4,Yes,5,15,13,7,36,40299.62,Very High,No,Staying,No
1469,58,Female,Married,Technology,VP,Associate,Medical,64,Travel Frequently,4,2,1,3,1,Yes,5,14,9,8,14,141884.3,Low,No,Staying,No
1470,58,Female,Divorced,Sales,Specialist,Masters,Medical,15,Travel Frequently,1,1,2,2,4,No,2,27,6,8,11,112209.88,High,Yes,Leaving,No
1471,31,Other,Single,Sales,Manager,PhD,Marketing,65,Travel Frequently,2,4,4,3,3,No,3,13,3,7,1,125383.51,Low,No,Staying,Yes
1472,50,Female,Divorced,Human Resources,Associate,Associate,Business Management,36,Travel Frequently,3,1,3,2,1,Yes,2,5,5,1,15,112317.59,High,No,Staying,No
1473,23,Female,Single,Operations,Analyst,Bachelors,Marketing,49,Travel Frequently,3,4,1,4,2,No,8,13,6,8,0,62917.88,Very High,No,Staying,Yes
1474,42,Female,Divorced,Sales,Junior Associate,PhD,Human Resources,38,Travel Frequently,2,4,3,3,1,No,7,9,6,3,7,46033.8,Low,No,Staying,No
1475,59,Male,Divorced,Human Resources,Executive,Associate,Technical Degree,43,Non-Travel,2,2,1,3,4,Yes,0,18,6,8,34,120661.36,Very High,No,Staying,No
1476,44,Other,Divorced,Technology,Lead,Bachelors,Life Sciences,51,Travel Frequently,3,1,1,1,4,No,5,17,3,0,30,107545.2,Low,No,Staying,Yes
1477,32,Male,Married,Technology,VP,Associate,Business Management,79,Non-Travel,1,4,4,2,4,Yes,8,25,6,8,12,127979.13,Very High,No,Staying,No
1478,38,Male,Divorced,Human Resources,Analyst,High School,Marketing,61,Travel Rarely,4,2,2,2,1,No,0,24,13,0,17,101829.54,Medium,No,Staying,No
1479,29,Male,Married,Legal,Director,High School,Life Sciences,36,Travel Frequently,2,2,3,1,3,No,1,10,9,4,30,95084.17,High,No,Staying,Yes
1480,33,Other,Married,Sales,Executive,Masters,Other,17,Travel Rarely,3,2,2,1,1,Yes,0,14,6,7,9,47951.05,Low,No,Staying,No
1481,22,Other,Divorced,Marketing,VP,Masters,Other,46,Non-Travel,3,4,4,4,3,Yes,7,3,3,3,20,46049.78,Medium,No,Staying,Yes
1482,34,Female,Divorced,Marketing,Lead,PhD,Medical,8,Travel Rarely,1,1,2,3,1,No,0,11,7,3,6,54025.61,Medium,No,Staying,No
1483,52,Female,Divorced,Legal,Junior Associate,Associate,Life Sciences,55,Non-Travel,3,4,2,2,3,Yes,1,28,12,1,6,115556.83,High,No,Staying,Yes
1484,55,Other,Divorced,Marketing,Executive,Associate,Technical Degree,71,Non-Travel,3,3,4,3,1,Yes,8,14,3,5,27,41025.12,Medium,Yes,Leaving,No
1485,47,Male,Single,Legal,Executive,Associate,Marketing,51,Travel Rarely,4,1,1,3,1,No,0,30,5,3,16,102725.05,Low,No,Staying,No
1486,42,Other,Divorced,Legal,Associate,Bachelors,Other,45,Travel Rarely,3,4,2,2,2,No,1,20,12,7,40,90733.6,Low,Yes,Leaving,Yes
1487,28,Female,Single,Operations,Manager,Masters,Technical Degree,78,Travel Frequently,2,3,3,3,3,No,2,26,11,0,15,125946.24,Low,No,Staying,Yes
1488,29,Female,Divorced,Finance,Director,High School,Marketing,31,Non-Travel,3,4,2,3,3,Yes,1,1,1,1,3,87286.12,Very High,Yes,Leaving,Yes
1489,52,Male,Married,Sales,Senior Analyst,Bachelors,Business Management,15,Non-Travel,1,1,1,1,4,No,8,27,11,7,35,58084.95,Very High,No,Staying,Yes
